,UserId,SessionId,ArticleId_served,Click,Time Spent
137,3,3,4320,0,0
138,3,3,1399,0,0
139,3,3,3530,0,0
140,3,4,1831,0,0
141,3,4,2522,0,0
142,3,4,1955,0,0
143,3,4,394,0,0
144,3,4,1050,0,0
145,3,4,2534,1,35
146,3,4,427,1,21
147,3,4,4789,0,0
148,3,4,3983,0,0
149,3,4,3262,0,0
150,4,1,3984,0,0
151,4,1,4265,0,0
152,4,1,877,0,0
153,4,1,169,0,0
154,4,1,2366,1,27
155,4,1,4619,0,0
156,4,1,3523,0,0
157,4,1,3484,0,0
158,4,1,3928,0,0
159,4,1,3704,0,0
160,4,2,613,0,0
161,4,2,473,1,48
162,4,2,3346,0,0
163,4,2,3158,0,0
164,4,2,3805,0,0
165,4,2,2423,0,0
166,4,2,2325,0,0
167,4,2,1498,0,0
168,4,2,2497,0,0
169,4,2,4327,1,22
170,4,3,4042,1,23
171,4,3,374,0,0
172,4,3,4306,0,0
173,4,3,4794,0,0
174,4,3,4295,0,0
175,4,3,673,0,0
176,4,3,3013,0,0
177,4,3,1768,0,0
178,4,3,887,0,0
179,4,3,987,0,0
180,5,1,891,0,0
181,5,1,2841,0,0
182,5,1,2835,0,0
183,5,1,512,0,0
184,5,1,4004,0,0
185,5,1,2350,1,31
186,5,1,2176,0,0
187,5,1,1887,0,0
188,5,1,729,1,34
189,5,1,1112,0,0
190,6,1,174,0,0
191,6,1,3802,1,20
192,6,1,2935,0,0
193,6,1,3363,0,0
194,6,1,4711,0,0
195,6,1,2874,0,0
196,6,1,4464,0,0
197,6,1,4158,0,0
198,6,1,958,0,0
199,6,1,2227,0,0
200,7,1,3612,0,0
201,7,1,3266,0,0
202,7,1,129,1,24
203,7,1,956,1,31
204,7,1,3124,1,42
205,7,1,3680,0,0
206,7,1,1137,0,0
207,7,1,215,0,0
208,7,1,570,1,47
209,7,1,3062,0,0
210,8,1,2957,0,0
211,8,1,4279,0,0
212,8,1,1323,0,0
213,8,1,443,1,24
214,8,1,1797,0,0
215,8,1,2748,0,0
216,8,1,418,0,0
217,8,1,4255,0,0
218,8,1,3322,0,0
219,8,1,4417,0,0
220,8,2,3640,0,0
221,8,2,2476,0,0
222,8,2,1170,0,0
223,8,2,290,1,30
224,8,2,542,0,0
225,8,2,4105,0,0
226,8,2,3516,0,0
227,8,2,3961,0,0
228,8,2,1195,1,41
229,8,2,3678,0,0
230,8,3,4617,1,37
231,8,3,4759,0,0
232,8,3,2714,0,0
233,8,3,1387,0,0
234,8,3,56,0,0
235,8,3,3512,0,0
236,8,3,4219,0,0
237,8,3,94,0,0
238,8,3,2397,0,0
239,8,3,2400,0,0
240,8,4,4206,0,0
241,8,4,818,1,25
242,8,4,1694,1,39
243,8,4,4459,0,0
244,8,4,3322,0,0
245,8,4,2583,0,0
246,8,4,3122,0,0
247,8,4,2493,0,0
248,8,4,98,0,0
249,8,4,34,0,0
250,8,5,4498,1,20
251,8,5,1152,0,0
252,8,5,2220,0,0
253,8,5,88,0,0
254,8,5,1735,1,41
255,8,5,165,0,0
256,8,5,200,0,0
257,8,5,2727,0,0
258,8,5,4191,0,0
259,8,5,521,0,0
260,8,6,2840,0,0
261,8,6,1669,0,0
262,8,6,4708,1,20
263,8,6,2390,0,0
264,8,6,4288,0,0
265,8,6,2897,0,0
266,8,6,2698,1,41
267,8,6,2661,0,0
268,8,6,52,0,0
269,8,6,2757,0,0
270,9,1,2550,0,0
271,9,1,2008,0,0
272,9,1,2230,0,0
273,9,1,3183,0,0
274,9,1,4513,1,32
275,9,1,2994,0,0
276,9,1,1941,0,0
277,9,1,2401,0,0
278,9,1,4031,0,0
279,9,1,918,1,14
280,9,2,2308,0,0
281,9,2,4762,1,52
282,9,2,4235,0,0
283,9,2,1608,0,0
284,9,2,2775,0,0
285,9,2,2129,0,0
286,9,2,587,0,0
287,9,2,1370,0,0
288,9,2,1780,0,0
289,9,2,707,0,0
290,9,3,874,1,24
291,9,3,1483,0,0
292,9,3,1940,1,31
293,9,3,3139,1,44
294,9,3,945,0,0
295,9,3,4816,1,31
296,9,3,1646,0,0
297,9,3,202,1,42
298,9,3,4703,1,30
299,9,3,3359,0,0
300,10,1,4657,0,0
301,10,1,1072,0,0
302,10,1,1277,0,0
303,10,1,2610,0,0
304,10,1,166,1,24
305,10,1,3037,0,0
306,10,1,604,0,0
307,10,1,1020,0,0
308,10,1,6,0,0
309,10,1,2941,0,0
310,10,2,1805,1,20
311,10,2,736,0,0
312,10,2,904,0,0
313,10,2,377,0,0
314,10,2,1244,0,0
315,10,2,2169,0,0
316,10,2,1166,0,0
317,10,2,1484,0,0
318,10,2,3338,0,0
319,10,2,1172,0,0
320,10,3,2440,0,0
321,10,3,2686,0,0
322,10,3,3914,0,0
323,10,3,3456,0,0
324,10,3,2631,0,0
325,10,3,266,0,0
326,10,3,405,0,0
327,10,3,4786,0,0
328,10,3,1699,1,37
329,10,3,2579,0,0
330,10,4,3851,0,0
331,10,4,711,0,0
332,10,4,4370,0,0
333,10,4,4547,0,0
334,10,4,3514,0,0
335,10,4,3862,0,0
336,10,4,2542,0,0
337,10,4,2122,0,0
338,10,4,4446,0,0
339,10,4,2183,1,8
340,11,1,1581,1,35
341,11,1,2311,0,0
342,11,1,3414,0,0
343,11,1,3860,0,0
344,11,1,4557,0,0
345,11,1,3692,1,37
346,11,1,2001,0,0
347,11,1,525,0,0
348,11,1,508,0,0
349,11,1,1772,0,0
350,12,1,2165,0,0
351,12,1,1711,0,0
352,12,1,2893,0,0
353,12,1,4425,1,42
354,12,1,4625,0,0
355,12,1,3929,0,0
356,12,1,289,0,0
357,12,1,944,1,33
358,12,1,479,0,0
359,12,1,4606,0,0
360,12,2,3471,0,0
361,12,2,1077,0,0
362,12,2,4128,0,0
363,12,2,4236,0,0
364,12,2,1879,0,0
365,12,2,4191,0,0
366,12,2,1954,0,0
367,12,2,4576,1,30
368,12,2,4571,0,0
369,12,2,2400,0,0
370,12,3,103,0,0
371,12,3,2817,1,44
372,12,3,564,0,0
373,12,3,4380,0,0
374,12,3,2454,0,0
375,12,3,2014,0,0
376,12,3,1763,0,0
377,12,3,2652,0,0
378,12,3,3311,0,0
379,12,3,2096,1,26
380,12,4,3131,1,31
381,12,4,1603,0,0
382,12,4,4470,0,0
383,12,4,938,0,0
384,12,4,3385,0,0
385,12,4,1613,0,0
386,12,4,467,0,0
387,12,4,3630,0,0
388,12,4,1204,0,0
389,12,4,1923,1,29
390,12,5,2718,1,40
391,12,5,3605,0,0
392,12,5,576,0,0
393,12,5,1801,0,0
394,12,5,3690,0,0
395,12,5,3978,0,0
396,12,5,3101,1,35
397,12,5,860,0,0
398,12,5,2642,0,0
399,12,5,3557,1,34
400,12,6,3839,0,0
401,12,6,4437,0,0
402,12,6,3025,0,0
403,12,6,921,0,0
404,12,6,1041,1,22
405,12,6,140,0,0
406,12,6,253,0,0
407,12,6,4321,0,0
408,12,6,3867,0,0
409,12,6,3303,0,0
410,12,7,4082,1,18
411,12,7,4419,0,0
412,12,7,2116,0,0
413,12,7,689,0,0
414,12,7,2428,0,0
415,12,7,2299,1,23
416,12,7,674,1,23
417,12,7,755,0,0
418,12,7,3915,0,0
419,12,7,1121,1,31
420,12,8,2417,0,0
421,12,8,3580,0,0
422,12,8,2957,0,0
423,12,8,4357,0,0
424,12,8,16,0,0
425,12,8,4397,0,0
426,12,8,2342,1,20
427,12,8,442,0,0
428,12,8,43,0,0
429,12,8,3202,0,0
430,12,9,3199,0,0
431,12,9,236,0,0
432,12,9,284,0,0
433,12,9,1832,0,0
434,12,9,2931,0,0
435,12,9,2620,0,0
436,12,9,848,0,0
437,12,9,179,0,0
438,12,9,3877,0,0
439,12,9,1536,1,30
440,12,10,1062,1,15
441,12,10,2430,0,0
442,12,10,996,0,0
443,12,10,4478,0,0
444,12,10,4754,0,0
445,12,10,3177,0,0
446,12,10,135,0,0
447,12,10,759,0,0
448,12,10,659,0,0
449,12,10,1697,0,0
450,13,1,747,0,0
451,13,1,4039,0,0
452,13,1,603,0,0
453,13,1,1647,1,32
454,13,1,2950,1,17
455,13,1,942,1,23
456,13,1,2729,0,0
457,13,1,3859,0,0
458,13,1,4207,0,0
459,13,1,617,0,0
460,13,2,3002,0,0
461,13,2,3782,0,0
462,13,2,288,0,0
463,13,2,2306,0,0
464,13,2,149,0,0
465,13,2,2004,0,0
466,13,2,250,1,46
467,13,2,2639,0,0
468,13,2,3976,0,0
469,13,2,3211,0,0
470,13,3,925,0,0
471,13,3,1422,0,0
472,13,3,2769,0,0
473,13,3,2970,0,0
474,13,3,1089,0,0
475,13,3,155,0,0
476,13,3,2227,0,0
477,13,3,1059,0,0
478,13,3,965,0,0
479,13,3,2952,1,23
480,13,4,373,0,0
481,13,4,4085,1,37
482,13,4,2086,0,0
483,13,4,3279,0,0
484,13,4,1110,0,0
485,13,4,2804,0,0
486,13,4,2087,0,0
487,13,4,1931,0,0
488,13,4,3933,0,0
489,13,4,1184,0,0
490,13,5,1015,0,0
491,13,5,1443,0,0
492,13,5,2066,1,25
493,13,5,4682,0,0
494,13,5,95,1,38
495,13,5,2292,1,33
496,13,5,3175,0,0
497,13,5,4216,1,29
498,13,5,1700,0,0
499,13,5,3390,0,0
500,13,6,4795,0,0
501,13,6,3463,0,0
502,13,6,321,0,0
503,13,6,1457,0,0
504,13,6,2144,0,0
505,13,6,2527,1,32
506,13,6,3063,0,0
507,13,6,3676,0,0
508,13,6,4591,0,0
509,13,6,2509,0,0
510,14,1,181,0,0
511,14,1,307,0,0
512,14,1,1251,0,0
513,14,1,1627,0,0
514,14,1,687,0,0
515,14,1,4500,0,0
516,14,1,935,1,25
517,14,1,3656,0,0
518,14,1,3572,1,31
519,14,1,4766,1,38
520,15,1,1882,0,0
521,15,1,3098,0,0
522,15,1,4327,0,0
523,15,1,4745,0,0
524,15,1,1627,1,30
525,15,1,1549,0,0
526,15,1,730,1,32
527,15,1,3699,0,0
528,15,1,4178,0,0
529,15,1,2398,1,20
530,16,1,3863,0,0
531,16,1,2268,0,0
532,16,1,1078,0,0
533,16,1,390,0,0
534,16,1,2204,0,0
535,16,1,2890,0,0
536,16,1,1894,0,0
537,16,1,281,1,41
538,16,1,3745,0,0
539,16,1,2599,1,34
540,17,1,3240,0,0
541,17,1,3792,0,0
542,17,1,3544,0,0
543,17,1,1950,0,0
544,17,1,4047,0,0
545,17,1,3250,0,0
546,17,1,4267,1,29
547,17,1,4137,0,0
548,17,1,2124,0,0
549,17,1,590,0,0
550,17,2,3675,0,0
551,17,2,3781,1,34
552,17,2,2893,0,0
553,17,2,4396,0,0
554,17,2,1421,0,0
555,17,2,3187,0,0
556,17,2,3553,0,0
557,17,2,3928,0,0
558,17,2,3913,0,0
559,17,2,2840,0,0
560,18,1,1232,0,0
561,18,1,3732,1,24
562,18,1,2079,0,0
563,18,1,3675,0,0
564,18,1,1157,0,0
565,18,1,59,0,0
566,18,1,967,0,0
567,18,1,2508,1,31
568,18,1,4374,0,0
569,18,1,1115,0,0
570,18,2,3451,1,36
571,18,2,352,0,0
572,18,2,4023,0,0
573,18,2,2685,0,0
574,18,2,3288,0,0
575,18,2,2159,0,0
576,18,2,1687,0,0
577,18,2,2067,1,40
578,18,2,3449,0,0
579,18,2,2442,1,48
580,18,3,3799,0,0
581,18,3,3048,1,24
582,18,3,1462,0,0
583,18,3,3883,0,0
584,18,3,4345,1,27
585,18,3,3034,0,0
586,18,3,705,0,0
587,18,3,1871,0,0
588,18,3,2555,0,0
589,18,3,2769,0,0
590,19,1,1429,1,34
591,19,1,4547,0,0
592,19,1,2189,0,0
593,19,1,288,0,0
594,19,1,2783,0,0
595,19,1,709,0,0
596,19,1,4349,0,0
597,19,1,3943,0,0
598,19,1,3645,0,0
599,19,1,1688,0,0
600,19,2,372,1,15
601,19,2,2163,0,0
602,19,2,3030,0,0
603,19,2,4789,0,0
604,19,2,4145,0,0
605,19,2,1691,0,0
606,19,2,3779,0,0
607,19,2,135,0,0
608,19,2,3725,0,0
609,19,2,765,0,0
610,20,1,147,0,0
611,20,1,3439,0,0
612,20,1,636,1,38
613,20,1,1353,0,0
614,20,1,1336,0,0
615,20,1,1955,0,0
616,20,1,2643,0,0
617,20,1,3074,0,0
618,20,1,748,0,0
619,20,1,3082,0,0
620,21,1,4174,0,0
621,21,1,1340,0,0
622,21,1,1815,0,0
623,21,1,4204,0,0
624,21,1,4272,0,0
625,21,1,1420,0,0
626,21,1,4578,0,0
627,21,1,4417,1,34
628,21,1,1918,0,0
629,21,1,1349,0,0
630,21,2,1924,1,32
631,21,2,3195,1,40
632,21,2,1280,0,0
633,21,2,4349,0,0
634,21,2,1689,0,0
635,21,2,4714,0,0
636,21,2,3103,0,0
637,21,2,2098,1,21
638,21,2,296,1,36
639,21,2,4773,1,24
640,21,3,2142,0,0
641,21,3,213,0,0
642,21,3,2479,0,0
643,21,3,1041,0,0
644,21,3,2486,0,0
645,21,3,4639,1,22
646,21,3,4319,0,0
647,21,3,397,0,0
648,21,3,1745,0,0
649,21,3,2002,0,0
650,22,1,1927,0,0
651,22,1,1663,0,0
652,22,1,2171,0,0
653,22,1,4339,0,0
654,22,1,1486,0,0
655,22,1,1042,1,37
656,22,1,1776,0,0
657,22,1,3400,1,15
658,22,1,3526,1,22
659,22,1,4000,1,14
660,23,1,2753,0,0
661,23,1,3378,0,0
662,23,1,2835,0,0
663,23,1,859,1,20
664,23,1,2197,0,0
665,23,1,992,0,0
666,23,1,2285,0,0
667,23,1,1512,0,0
668,23,1,2912,0,0
669,23,1,3485,0,0
670,24,1,179,0,0
671,24,1,1857,0,0
672,24,1,623,0,0
673,24,1,1335,0,0
674,24,1,4657,0,0
675,24,1,3060,0,0
676,24,1,1046,0,0
677,24,1,4325,1,20
678,24,1,1459,0,0
679,24,1,613,0,0
680,24,2,1448,0,0
681,24,2,4001,0,0
682,24,2,2253,0,0
683,24,2,1324,0,0
684,24,2,219,0,0
685,24,2,811,0,0
686,24,2,705,0,0
687,24,2,4353,1,45
688,24,2,1079,0,0
689,24,2,2524,0,0
690,25,1,3110,0,0
691,25,1,2075,0,0
692,25,1,1289,0,0
693,25,1,352,1,30
694,25,1,3545,0,0
695,25,1,2324,0,0
696,25,1,4078,0,0
697,25,1,1249,1,22
698,25,1,4632,0,0
699,25,1,4577,0,0
700,25,2,308,0,0
701,25,2,203,1,30
702,25,2,1446,0,0
703,25,2,1927,1,24
704,25,2,3029,0,0
705,25,2,824,0,0
706,25,2,4794,0,0
707,25,2,3469,0,0
708,25,2,2084,0,0
709,25,2,3071,0,0
710,26,1,1325,0,0
711,26,1,378,1,30
712,26,1,1359,0,0
713,26,1,430,0,0
714,26,1,1880,1,37
715,26,1,2987,0,0
716,26,1,37,0,0
717,26,1,275,0,0
718,26,1,2634,0,0
719,26,1,3143,0,0
720,26,2,1559,0,0
721,26,2,1969,0,0
722,26,2,1318,0,0
723,26,2,2758,0,0
724,26,2,363,0,0
725,26,2,4387,0,0
726,26,2,4172,1,32
727,26,2,2317,0,0
728,26,2,1369,0,0
729,26,2,2835,0,0
730,26,3,1442,0,0
731,26,3,2862,0,0
732,26,3,3456,0,0
733,26,3,3009,0,0
734,26,3,1439,0,0
735,26,3,4087,0,0
736,26,3,1636,0,0
737,26,3,9,0,0
738,26,3,2301,1,35
739,26,3,316,0,0
740,26,4,2536,0,0
741,26,4,1032,1,36
742,26,4,4345,0,0
743,26,4,2474,0,0
744,26,4,3827,0,0
745,26,4,2172,0,0
746,26,4,4822,0,0
747,26,4,218,0,0
748,26,4,2937,0,0
749,26,4,3834,0,0
750,26,5,817,0,0
751,26,5,1263,0,0
752,26,5,844,0,0
753,26,5,2030,0,0
754,26,5,3343,1,25
755,26,5,2828,0,0
756,26,5,1960,0,0
757,26,5,3236,0,0
758,26,5,4180,0,0
759,26,5,2116,1,31
760,27,1,4092,0,0
761,27,1,1096,0,0
762,27,1,707,0,0
763,27,1,3746,1,26
764,27,1,4504,0,0
765,27,1,4698,0,0
766,27,1,1780,0,0
767,27,1,3695,1,3
768,27,1,952,0,0
769,27,1,1007,0,0
770,28,1,4073,0,0
771,28,1,1087,0,0
772,28,1,47,0,0
773,28,1,3550,0,0
774,28,1,1529,0,0
775,28,1,814,0,0
776,28,1,3723,0,0
777,28,1,1307,0,0
778,28,1,3345,0,0
779,28,1,1993,1,26
780,28,2,1802,0,0
781,28,2,2793,0,0
782,28,2,3254,1,33
783,28,2,2112,0,0
784,28,2,3758,0,0
785,28,2,3094,0,0
786,28,2,3219,0,0
787,28,2,618,0,0
788,28,2,4438,1,33
789,28,2,3985,1,26
790,28,3,3951,0,0
791,28,3,1467,0,0
792,28,3,490,0,0
793,28,3,103,0,0
794,28,3,2577,0,0
795,28,3,3047,0,0
796,28,3,3093,0,0
797,28,3,3111,1,29
798,28,3,110,0,0
799,28,3,1543,1,41
800,29,1,4014,1,27
801,29,1,2048,0,0
802,29,1,215,0,0
803,29,1,940,0,0
804,29,1,4484,0,0
805,29,1,389,0,0
806,29,1,3230,0,0
807,29,1,514,0,0
808,29,1,4444,0,0
809,29,1,2778,0,0
810,29,2,4639,0,0
811,29,2,2546,1,30
812,29,2,1913,0,0
813,29,2,1710,0,0
814,29,2,1684,0,0
815,29,2,1972,0,0
816,29,2,1626,0,0
817,29,2,3801,0,0
818,29,2,3893,0,0
819,29,2,2078,0,0
820,29,3,2140,0,0
821,29,3,147,1,22
822,29,3,2359,0,0
823,29,3,2717,0,0
824,29,3,1912,1,33
825,29,3,178,0,0
826,29,3,3592,0,0
827,29,3,4665,0,0
828,29,3,1717,0,0
829,29,3,1803,0,0
830,30,1,2669,0,0
831,30,1,1581,0,0
832,30,1,673,0,0
833,30,1,2645,0,0
834,30,1,609,0,0
835,30,1,2812,1,31
836,30,1,267,0,0
837,30,1,218,0,0
838,30,1,3188,0,0
839,30,1,4489,0,0
840,31,1,3677,0,0
841,31,1,4465,0,0
842,31,1,1067,0,0
843,31,1,1953,0,0
844,31,1,2751,0,0
845,31,1,2597,0,0
846,31,1,1743,0,0
847,31,1,1647,1,41
848,31,1,458,0,0
849,31,1,2686,0,0
850,31,2,2384,1,18
851,31,2,2773,0,0
852,31,2,2534,0,0
853,31,2,4276,0,0
854,31,2,3080,0,0
855,31,2,422,0,0
856,31,2,2078,1,32
857,31,2,1855,0,0
858,31,2,2735,0,0
859,31,2,3473,0,0
860,31,3,1978,0,0
861,31,3,2442,0,0
862,31,3,260,1,25
863,31,3,4105,0,0
864,31,3,845,0,0
865,31,3,2215,0,0
866,31,3,1356,0,0
867,31,3,4796,0,0
868,31,3,213,0,0
869,31,3,438,0,0
870,32,1,2687,0,0
871,32,1,2816,0,0
872,32,1,3421,0,0
873,32,1,1291,1,29
874,32,1,1904,1,23
875,32,1,2523,1,32
876,32,1,4346,0,0
877,32,1,2801,0,0
878,32,1,4173,0,0
879,32,1,2052,0,0
880,33,1,601,1,35
881,33,1,4276,1,28
882,33,1,1185,0,0
883,33,1,2484,0,0
884,33,1,3085,1,26
885,33,1,4299,0,0
886,33,1,3035,0,0
887,33,1,559,0,0
888,33,1,2910,0,0
889,33,1,2703,0,0
890,34,1,329,1,28
891,34,1,2121,1,16
892,34,1,1211,0,0
893,34,1,3724,0,0
894,34,1,2612,0,0
895,34,1,3337,0,0
896,34,1,1256,0,0
897,34,1,2300,0,0
898,34,1,698,0,0
899,34,1,4107,0,0
900,34,2,3631,0,0
901,34,2,2219,1,26
902,34,2,2687,1,15
903,34,2,2494,0,0
904,34,2,4606,0,0
905,34,2,4288,0,0
906,34,2,970,0,0
907,34,2,4655,1,35
908,34,2,3877,0,0
909,34,2,2850,0,0
910,34,3,2834,0,0
911,34,3,390,0,0
912,34,3,1357,1,27
913,34,3,3671,0,0
914,34,3,4122,0,0
915,34,3,2495,0,0
916,34,3,2679,0,0
917,34,3,3505,0,0
918,34,3,2265,0,0
919,34,3,2751,0,0
920,34,4,436,0,0
921,34,4,3198,0,0
922,34,4,2801,0,0
923,34,4,4543,1,36
924,34,4,3326,0,0
925,34,4,3620,0,0
926,34,4,689,0,0
927,34,4,4372,1,25
928,34,4,986,0,0
929,34,4,1749,0,0
930,34,5,4169,0,0
931,34,5,4668,0,0
932,34,5,4744,1,33
933,34,5,1977,0,0
934,34,5,1163,0,0
935,34,5,2244,0,0
936,34,5,3380,0,0
937,34,5,3489,0,0
938,34,5,2886,0,0
939,34,5,2437,0,0
940,34,6,3011,0,0
941,34,6,3622,0,0
942,34,6,2384,0,0
943,34,6,3316,0,0
944,34,6,2595,0,0
945,34,6,3054,0,0
946,34,6,2013,0,0
947,34,6,159,0,0
948,34,6,2868,1,15
949,34,6,3963,0,0
950,34,7,4240,1,41
951,34,7,665,0,0
952,34,7,1801,0,0
953,34,7,1731,1,7
954,34,7,124,0,0
955,34,7,1428,0,0
956,34,7,2180,0,0
957,34,7,3763,1,14
958,34,7,2345,0,0
959,34,7,1751,0,0
960,34,8,1650,0,0
961,34,8,2661,0,0
962,34,8,923,0,0
963,34,8,307,1,31
964,34,8,4804,0,0
965,34,8,462,0,0
966,34,8,3716,0,0
967,34,8,1062,0,0
968,34,8,1623,1,30
969,34,8,1965,0,0
970,34,9,1631,0,0
971,34,9,1893,1,34
972,34,9,3587,0,0
973,34,9,1951,1,28
974,34,9,4067,0,0
975,34,9,689,0,0
976,34,9,945,0,0
977,34,9,3938,0,0
978,34,9,4522,0,0
979,34,9,3579,0,0
980,35,1,2500,1,30
981,35,1,1858,0,0
982,35,1,2389,0,0
983,35,1,3169,0,0
984,35,1,523,0,0
985,35,1,4108,0,0
986,35,1,2972,1,23
987,35,1,4798,0,0
988,35,1,2010,0,0
989,35,1,976,0,0
990,35,2,3273,0,0
991,35,2,2357,0,0
992,35,2,3551,0,0
993,35,2,3156,0,0
994,35,2,4021,0,0
995,35,2,2344,1,50
996,35,2,2985,0,0
997,35,2,1964,1,23
998,35,2,1193,0,0
999,35,2,2783,0,0
1000,35,3,3172,0,0
1001,35,3,1229,0,0
1002,35,3,340,0,0
1003,35,3,4045,0,0
1004,35,3,36,0,0
1005,35,3,810,0,0
1006,35,3,2508,1,31
1007,35,3,973,0,0
1008,35,3,998,0,0
1009,35,3,127,0,0
1010,35,4,3057,0,0
1011,35,4,3426,0,0
1012,35,4,2901,0,0
1013,35,4,751,0,0
1014,35,4,2105,1,24
1015,35,4,1421,0,0
1016,35,4,1749,0,0
1017,35,4,2269,0,0
1018,35,4,1421,0,0
1019,35,4,622,0,0
1020,35,5,1470,0,0
1021,35,5,2893,1,15
1022,35,5,4165,0,0
1023,35,5,542,0,0
1024,35,5,2585,0,0
1025,35,5,4677,0,0
1026,35,5,3461,1,21
1027,35,5,3964,1,43
1028,35,5,3120,0,0
1029,35,5,4684,0,0
1030,35,6,2135,1,23
1031,35,6,2637,0,0
1032,35,6,1911,0,0
1033,35,6,1687,0,0
1034,35,6,125,1,35
1035,35,6,1350,0,0
1036,35,6,237,0,0
1037,35,6,1539,0,0
1038,35,6,1672,1,29
1039,35,6,919,0,0
1040,35,7,4692,1,29
1041,35,7,2252,0,0
1042,35,7,425,0,0
1043,35,7,350,0,0
1044,35,7,2800,0,0
1045,35,7,2542,0,0
1046,35,7,52,1,23
1047,35,7,2058,0,0
1048,35,7,4105,0,0
1049,35,7,4071,0,0
1050,35,8,4551,1,23
1051,35,8,3091,0,0
1052,35,8,3740,0,0
1053,35,8,3485,0,0
1054,35,8,2633,0,0
1055,35,8,2640,0,0
1056,35,8,2452,0,0
1057,35,8,477,0,0
1058,35,8,2243,0,0
1059,35,8,1214,0,0
1060,35,9,648,1,41
1061,35,9,2032,0,0
1062,35,9,938,0,0
1063,35,9,4219,0,0
1064,35,9,4779,0,0
1065,35,9,4345,0,0
1066,35,9,2940,1,18
1067,35,9,462,1,40
1068,35,9,117,0,0
1069,35,9,3500,1,28
1070,35,10,2234,0,0
1071,35,10,3655,0,0
1072,35,10,4544,0,0
1073,35,10,3034,0,0
1074,35,10,1253,0,0
1075,35,10,1790,0,0
1076,35,10,483,1,4
1077,35,10,4465,0,0
1078,35,10,4382,0,0
1079,35,10,3057,0,0
1080,36,1,147,1,27
1081,36,1,2215,1,47
1082,36,1,3711,1,30
